,Suburbs,Addresses,Price per week ($),Bedrooms,Bathrooms,Garages,Land Sizes (m^2),Nearest Schools
921,SUNBURY VIC 3429,"1/32 Barkly Street, SUNBURY VIC 3429",$325.00,2,1,2,,"['0.9 km away', '1.7 km away', '0.5 km away']"
922,PASCOE VALE VIC 3044,"9/2-4 Devon Road, PASCOE VALE VIC 3044",$425.00,4,2,2,,"['0.6 km away', '0.8 km away', '1.7 km away']"
923,PAKENHAM VIC 3810,"1 Manna Gum Drive, PAKENHAM VIC 3810",$480,5,5,2,,"['0.4 km away', '2.7 km away', '2.4 km away']"
924,GLEN WAVERLEY VIC 3150,"43 Rose Avenue, GLEN WAVERLEY VIC 3150","$1,200",3,1,1,,"['0.5 km away', '1 km away', '12.5 km away']"
925,NIDDRIE VIC 3042,"3 Hanson Street, NIDDRIE VIC 3042",$380,3,1,1,,"['0.2 km away', '5.4 km away', '0.3 km away']"
926,NORTHCOTE VIC 3070,"79 James Street, NORTHCOTE VIC 3070",$700,4,2,2,,"['0.3 km away', '1.1 km away', '1.8 km away']"
927,TARNEIT VIC 3029,"4 Style Way, TARNEIT VIC 3029",$460,3,1,4,,"['0.8 km away', '0.9 km away', '0.7 km away']"
928,AIRPORT WEST VIC 3042,"7 Highlands Avenue, AIRPORT WEST VIC 3042",$460PW,3,2,2,,"['1 km away', '0.9 km away', '2.7 km away']"
929,DANDENONG VIC 3175,"28 Steven Street, DANDENONG VIC 3175",$470,2,1,2,,"['1.2 km away', '1.5 km away', '9.5 km away']"
930,GLEN IRIS VIC 3146,"14 Grosvenor Road, GLEN IRIS VIC 3146",$520,3,1,1,,"['0.9 km away', '1 km away', '9.5 km away']"
931,CRAIGIEBURN VIC 3064,"24 Woking Street, CRAIGIEBURN VIC 3064",$350,4,2,2,,"['0.8 km away', '0.8 km away', '1.3 km away']"
932,CRAIGIEBURN VIC 3064,"11 Parkhaven Street, CRAIGIEBURN VIC 3064",$530,4,2,2,,"['0.7 km away', '1.1 km away', '3.1 km away']"
933,EPPING VIC 3076,"12 Abercrombie Grove, EPPING VIC 3076",$550,5,2,2,1,"['0.7 km away', '2.2 km away', '4.3 km away']"
934,CAMBERWELL VIC 3124,"5 Bellett Street, CAMBERWELL VIC 3124",$950,4,1,2,435,"['0.9 km away', '1 km away', '2.1 km away']"
935,PRESTON VIC 3072,"139 Wood Street, PRESTON VIC 3072",$640.00,4,2,2,,"['0.7 km away', '0.8 km away', '1.4 km away']"
936,KILMORE VIC 3764,"12 Connell Road, KILMORE VIC 3764",$460,4,2,6,,"['1.3 km away', '13.4 km away', '1.6 km away']"
937,SEBASTOPOL VIC 3356,"80 Grant Street, SEBASTOPOL VIC 3356",$450,4,2,2,526,"['1 km away', '1.2 km away', '1.6 km away']"
938,WYNDHAM VALE VIC 3024,"14 Chaparral Street, WYNDHAM VALE VIC 3024",$430,4,2,2,,"['1.6 km away', '1.8 km away', '3.6 km away']"
939,WANTIRNA VIC 3152,"8 Amersham Drive, WANTIRNA VIC 3152",$750,4,1,2,435,"['0.6 km away', '0.7 km away', '4 km away']"
940,PRESTON VIC 3072,"139 Wood Street, PRESTON VIC 3072",$640.00,4,2,2,,"['0.7 km away', '0.8 km away', '1.4 km away']"
941,POINT COOK VIC 3030,"23 Liverpool Street, POINT COOK VIC 3030",$600,4,2,2,,"['0.9 km away', '1.7 km away', '2.3 km away']"
942,BROOKFIELD VIC 3338,"78 Cottonfield Way, BROOKFIELD VIC 3338",$405,4,2,2,,"['1.7 km away', '1.8 km away', '2 km away']"
943,BERWICK VIC 3806,"51 Premier Drive, BERWICK VIC 3806",$525,4,2,2,,"['1 km away', '2.3 km away', '19.3 km away']"
944,POINT COOK VIC 3030,"58 Boardwalk Boulevard, POINT COOK VIC 3030",$650.00,3,1,2,,"['0.6 km away', '0.9 km away', '1.9 km away']"
945,HAMPTON EAST VIC 3188,"49 Charming Street, HAMPTON EAST VIC 3188",$590.00,3,1,3,,"['1 km away', '2 km away', '2.8 km away']"
946,MENTONE VIC 3194,"3 Avenza Street, MENTONE VIC 3194",$750.00,3,1,2,725,"['0.6 km away', '1.8 km away', '1.9 km away']"
947,PORTLAND VIC 3305,"203 Wyatt Street, PORTLAND VIC 3305",$390,3,2,2,,"['1.2 km away', '1.9 km away', '1.5 km away']"
948,TARNEIT VIC 3029,"4 Wolin Drive, TARNEIT VIC 3029",$370,2,1,1,,"['1.3 km away', '2.4 km away', '2.8 km away']"
949,PASCOE VALE VIC 3044,"3/10 Hazel Grove, PASCOE VALE VIC 3044",$385,4,2,2,,"['0.3 km away', '1.4 km away', '1.5 km away']"
950,CRAIGIEBURN VIC 3064,"13 Mountleigh Circle, CRAIGIEBURN VIC 3064",$450,4,2,2,,"['1.1 km away', '1.2 km away', '0.7 km away']"
951,MELTON SOUTH VIC 3338,"21 Bridgeford Crescent, MELTON SOUTH VIC 3338",$385,2,1,0,,"['0.6 km away', '0.9 km away', '3.7 km away']"
952,RICHMOND VIC 3121,"104 Somerset Street, RICHMOND VIC 3121",$695,2,1,1,,"['0.3 km away', '0.3 km away', '0.3 km away']"
953,MOUNT ELIZA VIC 3930,"1/166 Canadian Bay Road, MOUNT ELIZA VIC 3930",$440,3,1,2,,"['0.4 km away', '0.8 km away', '7.7 km away']"
954,TALLYGAROOPNA VIC 3634,"2875 Katamatite-Shepparton Road, TALLYGAROOPNA VIC 3634",$390.00,4,2,2,,"['4.1 km away', '14.2 km away']"
955,CANNONS CREEK VIC 3977,"3 Iris Court, CANNONS CREEK VIC 3977",$480,3,1,1,,"['5.7 km away', '11.8 km away']"
956,EDITHVALE VIC 3196,"270 Station Street, EDITHVALE VIC 3196",$450,3,2,0,,"['0.8 km away', '3.7 km away', '4 km away']"
957,WILLIAMSTOWN VIC 3016,"86 John Street, WILLIAMSTOWN VIC 3016",$800,2,1,2,,"['0.2 km away', '0.8 km away', '8.9 km away']"
958,LAKES ENTRANCE VIC 3909,"19 Lakeview Drive, LAKES ENTRANCE VIC 3909",$360.00,4,2,0,,"['0.5 km away', '0.7 km away', '1.7 km away']"
959,DARLEY VIC 3340,"85 Wittick Street, DARLEY VIC 3340",$400,4,2,2,,"['0.4 km away', '3.7 km away', '2.3 km away']"
960,HIGHETT VIC 3190,"1/6 Turner Road, HIGHETT VIC 3190",$715.00,4,2,2,,"['1.2 km away', '1.7 km away', '3 km away']"
961,ARMSTRONG CREEK VIC 3217,"12 Sandhill Street, ARMSTRONG CREEK VIC 3217",$490,3,2,1,,"['1.3 km away', '1.3 km away', '0.2 km away']"
962,DINGLEY VILLAGE VIC 3172,"90 Jacks Avenue, DINGLEY VILLAGE VIC 3172",$450,3,1,2,,"['0.3 km away', '2.8 km away', '8.5 km away']"
963,OAKLEIGH EAST VIC 3166,"13 Kuranda Crescent, OAKLEIGH EAST VIC 3166",$540,3,2,2,,"['1.1 km away', '3.6 km away', '5.9 km away']"
964,MEADOW HEIGHTS VIC 3048,"65 Bicentennial Crescent, MEADOW HEIGHTS VIC 3048",$410,2,1,1,,"['1 km away', '1.2 km away', '1.8 km away']"
965,OCEAN GROVE VIC 3226,"58 Field St N, OCEAN GROVE VIC 3226",$500.00,3,1,1,670,"['0.3 km away', '1.9 km away', '8.4 km away']"
966,DROUIN VIC 3818,"16 Boronia Street, DROUIN VIC 3818",$400,5,2,1,,"['0.6 km away', '1.4 km away', '1.3 km away']"
967,WYNDHAM VALE VIC 3024,"14 Bellfield Court, WYNDHAM VALE VIC 3024",$410,3,2,2,,"['1.5 km away', '1.2 km away', '1.5 km away']"
968,BERWICK VIC 3806,"1/61 Homestead Road, BERWICK VIC 3806",$515,3,2,1,,"['0.6 km away', '1.3 km away', '18.1 km away']"
969,TARNEIT VIC 3029,"22 Terracotta Avenue, TARNEIT VIC 3029",$400,3,1,2,619,"['2.5 km away', '2.8 km away', '3.1 km away']"
970,BORONIA VIC 3155,"55 Beresford Drive, BORONIA VIC 3155",$450,4,2,2,,"['0.6 km away', '2.1 km away', '10.8 km away']"
971,DOREEN VIC 3754,"136 Eminence Boulevard, DOREEN VIC 3754",$445,3,2,2,,"['0.5 km away', '1.4 km away', '2.1 km away']"
972,CRANBOURNE EAST VIC 3977,"6 Hogan Street, CRANBOURNE EAST VIC 3977",$400,4,2,2,273,"['1.1 km away', '1.5 km away', '15.8 km away']"
973,TRUGANINA VIC 3029,"63 Belvedere Drive, TRUGANINA VIC 3029",$430,3,1,1,,"['2.1 km away', '3.8 km away', '1 km away']"
974,BENDIGO VIC 3550,"86 Hargreaves Street, BENDIGO VIC 3550",$355.00,3,1,1,,"['0.8 km away', '0.9 km away', '1.9 km away']"
975,NUNAWADING VIC 3131,"13 Brenda Court, NUNAWADING VIC 3131",$550,3,1,1,,"['0.6 km away', '2.4 km away', '3.2 km away']"
976,FOOTSCRAY VIC 3011,"52 Southampton Street, FOOTSCRAY VIC 3011",$725,4,2,2,,"['0.6 km away', '0.8 km away', '1 km away']"
977,DOREEN VIC 3754,"32 Eagle Boulevard, DOREEN VIC 3754",$460,3,2,2,,"['0.5 km away', '1.9 km away', '1.9 km away']"
978,POINT COOK VIC 3030,"8 Nossal Drive, POINT COOK VIC 3030",$430,2,1,1,,"['0.6 km away', '1.3 km away', '2.4 km away']"
979,PORT MELBOURNE VIC 3207,"401/99 Dow Street, PORT MELBOURNE VIC 3207",,4,2,2,,"['0.5 km away', '0.6 km away', '1 km away']"
980,CRANBOURNE NORTH VIC 3977,"8 Nature Circuit, CRANBOURNE NORTH VIC 3977",$500p.w.,2,1,2,,"['1.1 km away', '1.3 km away', '14.3 km away']"
981,SEAFORD VIC 3198,"56 Wunalla Road, SEAFORD VIC 3198",$400,4,2,2,,"['0.4 km away', '0.6 km away', '3.9 km away']"
982,TARNEIT VIC 3029,"6 Mallina Glen, TARNEIT VIC 3029",$495,2,1,1,,"['0.9 km away', '1.2 km away', '1.4 km away']"
983,MOUNT WAVERLEY VIC 3149,"1/26 Munro Avenue, MOUNT WAVERLEY VIC 3149",$460,2,1,0,,"['0.3 km away', '1.3 km away', '12.1 km away']"
984,ABBOTSFORD VIC 3067,"12 Park Street, ABBOTSFORD VIC 3067",$675,3,2,1,,"['0.4 km away', '0.7 km away', '1.1 km away']"
985,BRUNSWICK VIC 3056,"65 Hope Street, BRUNSWICK VIC 3056",$560,4,2,2,,"['0.7 km away', '0.8 km away', '1.1 km away']"
986,KEILOR VIC 3036,"16 Garden Avenue, KEILOR VIC 3036",$520,4,2,2,,"['1 km away', '2.4 km away', '3.9 km away']"
987,CRANBOURNE NORTH VIC 3977,"11 Ottelia Street, CRANBOURNE NORTH VIC 3977",$570,4,2,2,,"['0.3 km away', '2 km away', '17 km away']"
988,ROCKBANK VIC 3335,"20 Westbury Avenue, ROCKBANK VIC 3335",$465,3,2,2,,"['1.1 km away', '6.2 km away', '10.9 km away']"
989,NARRE WARREN VIC 3805,"90 Norfolk Drive, NARRE WARREN VIC 3805",$500,4,2,2,400,"['0.1 km away', '2.6 km away', '3.1 km away']"
990,TARNEIT VIC 3029,"10 Limelight Street, TARNEIT VIC 3029",$450,4,2,2,,"['0.2 km away', '0.3 km away', '1.5 km away']"
991,ENDEAVOUR HILLS VIC 3802,"5 Lindsay Close, ENDEAVOUR HILLS VIC 3802",$560,4,2,2,,"['0.8 km away', '1.4 km away', '1.9 km away']"
992,CRANBOURNE WEST VIC 3977,"2 Creekview Way, CRANBOURNE WEST VIC 3977",$500,4,2,2,,"['2.9 km away', '8.6 km away', '10 km away']"
993,WINTER VALLEY VIC 3358,"19 Barn Owl Avenue, WINTER VALLEY VIC 3358",$470,1,1,1,,"['2.3 km away', '3.6 km away', '2.2 km away']"
994,BURWOOD EAST VIC 3151,"8/2 Middleborough Road, BURWOOD EAST VIC 3151",$350,3,1,1,,"['1.3 km away', '1.5 km away', '9.7 km away']"
995,COLAC VIC 3250,"5 Sears Court, COLAC VIC 3250",$360,2,2,1,,"['0.9 km away', '2.2 km away', '2.7 km away']"
996,LILYDALE VIC 3140,"2 Sarges Mews, LILYDALE VIC 3140",$450,2,1,2,,"['0.5 km away', '0.6 km away', '17.3 km away']"
997,MILDURA VIC 3500,"160 Orange Avenue, MILDURA VIC 3500",$340,4,2,2,,"['0.3 km away', '1.2 km away', '1.5 km away']"
998,WEST FOOTSCRAY VIC 3012,"31a Alma Street, WEST FOOTSCRAY VIC 3012",$720,4,2,2,,"['0.4 km away', '2.1 km away', '2.1 km away']"
999,HORSHAM VIC 3400,"11 George Street, HORSHAM VIC 3400",$380,0,0,0,,"['0.5 km away', '2 km away', '0.6 km away']"
1000,DROUIN VIC 3818,"1/Lot 9 39 Weebar Road, DROUIN VIC 3818",$430.00,3,2,2,,"['0.3 km away', '1.4 km away', '1.6 km away']"
1001,MELBOURNE VIC 3000,"1704/318 Queen Street, MELBOURNE VIC 3000",$775/week,2,2,0,,"['1.4 km away', '1.6 km away', '0.2 km away']"
1002,MELBOURNE VIC 3004,"1413/610 St Kilda Rd, MELBOURNE VIC 3004",$425,2,1,0,,"['1 km away', '1.5 km away', '3.3 km away']"
1003,MANIFOLD HEIGHTS VIC 3218,"4/29 Lascelles Avenue, MANIFOLD HEIGHTS VIC 3218",$230,1,1,1,,"['0.3 km away', '1.1 km away', '2 km away']"
1004,WEST FOOTSCRAY VIC 3012,"1/652 Barkly Street, WEST FOOTSCRAY VIC 3012",$370,2,1,1,,"['0.4 km away', '2.1 km away', '2.1 km away']"
1005,SOUTHBANK VIC 3006,"817/39 Coventry Street, SOUTHBANK VIC 3006",$460,2,1,0,,"['1.4 km away', '2.5 km away', '3.1 km away']"
1006,HAWTHORN EAST VIC 3123,"602/8 Montrose Street, HAWTHORN EAST VIC 3123",$400,1,1,1,,"['0.5 km away', '0.5 km away', '1.8 km away']"
1007,MELBOURNE VIC 3000,"5007/370 Queen Street, MELBOURNE VIC 3000",$430,1,1,1,,"['1.3 km away', '1.5 km away', '0.3 km away']"
1008,HERNE HILL VIC 3218,"2/35-37 Rix Street, HERNE HILL VIC 3218",$295,1,1,1,,"['0.8 km away', '1 km away', '2.2 km away']"
1009,MELBOURNE VIC 3000,"202A/441 Lonsdale Street, MELBOURNE VIC 3000",$300,1,1,0,,"['1.9 km away', '1.5 km away', '1.6 km away']"
1010,PRAHRAN VIC 3181,"3/51 James Street, PRAHRAN VIC 3181",$875,2,2,1,,"['0.3 km away', '0.5 km away', '3.2 km away']"
1011,DOCKLANDS VIC 3008,"409/757 Bourke, DOCKLANDS VIC 3008",$330,1,1,0,,"['2.5 km away', '0.9 km away', '1.2 km away']"
1012,PATTERSON LAKES VIC 3197,"38/60-68 Gladesville Boulevard, PATTERSON LAKES VIC 3197",$430,2,1,1,,"['0.7 km away', '2.3 km away', '6.2 km away']"
1013,SOUTHBANK VIC 3006,"1510/1 Freshwater Place, SOUTHBANK VIC 3006",$640,1,1,1,,"['1.1 km away', '2.4 km away', '3.3 km away']"
1014,ABBOTSFORD VIC 3067,"208/4 Acacia Place, ABBOTSFORD VIC 3067",$500,1,1,1,,"['0.7 km away', '1.2 km away', '1.2 km away']"
1015,MELBOURNE VIC 3004,"2009/620 Collins Street, MELBOURNE VIC 3004",$550,2,1,1,,"['2.4 km away', '1.2 km away', '1.3 km away']"
1016,BOX HILL SOUTH VIC 3128,"10X/154 Elgar Road, BOX HILL SOUTH VIC 3128",$360,1,1,1,,"['1.3 km away', '2.9 km away', '7.4 km away']"
1017,PARKVILLE VIC 3052,"909/91 Galada Street, PARKVILLE VIC 3052",$440,1,1,1,,"['0.6 km away', '0.7 km away', '0.9 km away']"
1018,BRUNSWICK VIC 3056,"304/2-6 Duckett Street, BRUNSWICK VIC 3056",$490,2,1,1,,"['1 km away', '1 km away', '0.8 km away']"
1019,FITZROY NORTH VIC 3068,"113/392 St Georges Road, FITZROY NORTH VIC 3068",$450,1,1,1,,"['0.2 km away', '0.5 km away', '1.6 km away']"
1020,BALWYN NORTH VIC 3104,"3/84 Winfield Road, BALWYN NORTH VIC 3104",$440,2,2,2,,"['0.6 km away', '1.3 km away', '2.5 km away']"
1021,COLLINGWOOD VIC 3066,"503/75 Wellington Street, COLLINGWOOD VIC 3066",$465,1,1,1,,"['0.2 km away', '0.6 km away', '7.3 km away']"
1022,FRANKSTON VIC 3199,"11/316 Skye Road, FRANKSTON VIC 3199",$435.00,2,1,2,,"['0.2 km away', '0.3 km away', '0.8 km away']"
1023,ALBION VIC 3020,"1/139 Anderson Road, ALBION VIC 3020",$330,3,1,1,,"['0.9 km away', '2.4 km away', '3.2 km away']"
1024,MCKINNON VIC 3204,"1/10 Elm Grove, MCKINNON VIC 3204",$525.00,3,1,1,,"['0.4 km away', '1.1 km away', '2.9 km away']"
1025,DOCKLANDS VIC 3008,"705S/883 Collins Street, DOCKLANDS VIC 3008",$600,2,2,1,,"['2.9 km away', '1 km away', '1.3 km away']"
1026,ALTONA VIC 3018,"10/163 Queen Street, ALTONA VIC 3018",$450,2,1,2,,"['0.3 km away', '1.1 km away', '10.3 km away']"
1027,GLEN WAVERLEY VIC 3150,"302/2 Snedden Drive, GLEN WAVERLEY VIC 3150",$600,2,2,1,,"['0.2 km away', '0.4 km away', '12.8 km away']"
1028,SOUTH YARRA VIC 3141,"1701/18 Claremont Street, SOUTH YARRA VIC 3141",$750,2,1,1,,"['1.6 km away', '1.6 km away', '2.4 km away']"
1029,GLEN IRIS VIC 3146,"12/58 Edgar St North, GLEN IRIS VIC 3146",$390.00,2,1,1,,"['1.2 km away', '1.2 km away', '8.6 km away']"
1030,CAULFIELD NORTH VIC 3161,"9/46 Orrong Crescent, CAULFIELD NORTH VIC 3161",$410.00,2,1,1,,"['0.9 km away', '3 km away', '7.1 km away']"
1031,RESERVOIR VIC 3073,"3/5 Dumbarton Street, RESERVOIR VIC 3073",$470.00,2,1,1,,"['0.4 km away', '1.9 km away', '0.5 km away']"
1032,MELBOURNE VIC 3000,"2401/380 Little Lonsdale Street, MELBOURNE VIC 3000",$650,2,1,0,,"['1.7 km away', '1.4 km away', '1.5 km away']"
1033,DOCKLANDS VIC 3008,"902/81 South Wharf Drive, DOCKLANDS VIC 3008",$670,2,1,1,,"['1.5 km away', '1.7 km away', '2.7 km away']"
1034,NEWTOWN VIC 3220,"2/34 Belfast Street, NEWTOWN VIC 3220",$410,2,1,1,,"['0.7 km away', '1.7 km away', '2 km away']"
1035,ST KILDA VIC 3182,"205/16-18 Grey Street, ST KILDA VIC 3182",$390,1,1,1,,"['0.2 km away', '2.5 km away', '4.1 km away']"
1036,NORTH MELBOURNE VIC 3051,"1/59 Chapman Street, NORTH MELBOURNE VIC 3051",$475,2,1,1,,"['0.3 km away', '0.6 km away', '0.4 km away']"
1037,THORNBURY VIC 3071,"8/2 Murray Street, THORNBURY VIC 3071",$300.00,1,1,1,,"['0.1 km away', '1.3 km away', '1.7 km away']"
1038,MELBOURNE VIC 3000,"1605/8 Sutherland Street, MELBOURNE VIC 3000",$550,2,2,0,,"['1.3 km away', '1.7 km away', '0.1 km away']"
1039,ABBOTSFORD VIC 3067,"210/20 Shamrock Street, ABBOTSFORD VIC 3067",$350.00,1,1,0,,"['0.5 km away', '1 km away', '1 km away']"
1040,ABBOTSFORD VIC 3067,"210/20 Shamrock Street, ABBOTSFORD VIC 3067",$350.00,1,1,0,,"['0.5 km away', '1 km away', '1 km away']"
1041,DANDENONG NORTH VIC 3175,"1 /47 Oakwood Avenue, DANDENONG NORTH VIC 3175",$400,2,1,2,,"['0.5 km away', '0.8 km away', '12.8 km away']"
1042,CARNEGIE VIC 3163,"7/11 Truganini Road, CARNEGIE VIC 3163",$390,2,1,1,,"['0.4 km away', '1.5 km away', '4.4 km away']"
1043,KEW VIC 3101,"4/11 Davis Street, KEW VIC 3101",$420,2,1,2,,"['0.9 km away', '1.2 km away', '2.3 km away']"
1044,MELBOURNE VIC 3000,"106/455 Elizabeth Street, MELBOURNE VIC 3000",$370,1,1,0,,"['1.1 km away', '1.3 km away', '0.5 km away']"
1045,HAWTHORN VIC 3122,"414/17 Lynch Street, HAWTHORN VIC 3122",$420,1,1,1,,"['0.3 km away', '0.7 km away', '1.6 km away']"
1046,BONBEACH VIC 3196,"9/2 York Street, BONBEACH VIC 3196",$435,2,1,2,,"['0.8 km away', '2.7 km away', '5.7 km away']"
1047,CARLTON VIC 3053,"203/20 Reeves Street, CARLTON VIC 3053",$600,2,2,1,,"['0.4 km away', '1.2 km away', '0.5 km away']"
1048,HAWTHORN VIC 3122,"4/557 Glenferrie Road, HAWTHORN VIC 3122",$320,1,1,1,,"['0.4 km away', '0.8 km away', '1.7 km away']"
1049,RESERVOIR VIC 3073,"5/113 Crookston Road, RESERVOIR VIC 3073",$300,2,1,1,,"['0.6 km away', '1.8 km away', '0.5 km away']"
1050,ECHUCA VIC 3564,"8/305 Ogilvie Avenue, ECHUCA VIC 3564",$220,1,1,1,,"['1.3 km away', '1.5 km away', '1.6 km away']"
1051,FOSTER VIC 3960,"4/61 Pioneer Street, FOSTER VIC 3960",$350,3,1,1,,"['0.1 km away', '0.7 km away']"
1052,MALVERN VIC 3144,"14/67 Elizabeth Street, MALVERN VIC 3144","$2,500",4,3,2,,"['1.1 km away', '1.1 km away', '8.4 km away']"
1053,MELBOURNE VIC 3000,"299 Queen Street, MELBOURNE VIC 3000","$2,000.00",3,3,3,,"['1.6 km away', '1.4 km away', '1.5 km away']"
1054,SYDENHAM VIC 3037,"3/67-69 Pecks Road, SYDENHAM VIC 3037",$380,3,2,1,,"['0.6 km away', '1.9 km away', '7.2 km away']"
1055,COLLINGWOOD VIC 3066,"605/70 Stanley Street, COLLINGWOOD VIC 3066",$470,1,1,1,,"['0.4 km away', '0.6 km away', '6.8 km away']"
1056,SOUTHBANK VIC 3006,"185/88 Kavanagh Street, SOUTHBANK VIC 3006",$820.00,3,2,2,,"['1 km away', '2.3 km away', '3.4 km away']"
1057,ARMADALE VIC 3143,"804/7 Evergreen Mews, ARMADALE VIC 3143",$475,1,1,1,,"['0.4 km away', '3.1 km away', '6.5 km away']"
1058,MOONEE PONDS VIC 3039,"2202/40 Hall Street, MOONEE PONDS VIC 3039",$850.00,3,2,2,,"['1.1 km away', '2.1 km away', '8.3 km away']"
1059,BALWYN VIC 3103,"81A Whitehorse Road, BALWYN VIC 3103",$600,4,1,1,,"['0.5 km away', '1.7 km away', '5.5 km away']"
1060,BALWYN VIC 3103,"81A Whitehorse Road, BALWYN VIC 3103",$600,4,1,1,,"['0.5 km away', '1.7 km away', '5.5 km away']"
1061,RICHMOND VIC 3121,"9/88 Richmond Terrace, RICHMOND VIC 3121",$400.00,2,1,1,,"['0.9 km away', '1 km away', '1 km away']"
1062,GLEN WAVERLEY VIC 3150,"6/9-11 Orchard Street, GLEN WAVERLEY VIC 3150",$330,2,1,1,,"['0.5 km away', '1.7 km away', '2.8 km away']"
1063,KINGSVILLE VIC 3012,"14/5 Lewis Street, KINGSVILLE VIC 3012",$300,2,1,1,,"['0.3 km away', '1.2 km away', '2.7 km away']"
1064,BRIGHTON VIC 3186,"303/79-81 Asling Street, BRIGHTON VIC 3186",$400,1,1,1,,"['0.8 km away', '2.3 km away', '6.1 km away']"
1065,WINDSOR VIC 3181,"302/27-33 James Street, WINDSOR VIC 3181",$540,2,2,2,,"['0.3 km away', '0.4 km away', '3.1 km away']"
1066,CAULFIELD NORTH VIC 3161,"18/41 Northcote Ave, CAULFIELD NORTH VIC 3161",$300,1,1,1,,"['0.9 km away', '1.2 km away', '6.1 km away']"
1067,MELBOURNE VIC 3000,"402/112 A'Beckett Street, MELBOURNE VIC 3000",$325.00,1,1,0,,"['1.2 km away', '1.4 km away', '0.4 km away']"
1068,BALACLAVA VIC 3183,"8/329 Orrong Road, BALACLAVA VIC 3183",$380,1,1,1,,"['1.3 km away', '2 km away', '6.6 km away']"
1069,KANGAROO FLAT VIC 3555,"2/2 Julie Court, KANGAROO FLAT VIC 3555",$300.00,2,1,1,,"['2.1 km away', '2.4 km away', '7.6 km away']"
1070,RICHMOND VIC 3121,"G06/163 Cremorne Street, RICHMOND VIC 3121",,1,1,0,,"['0.9 km away', '1.8 km away', '1.8 km away']"
1071,DOCKLANDS VIC 3008,"2307/888 Collins Street, DOCKLANDS VIC 3008",$550,1,1,1,,"['2.9 km away', '0.9 km away', '1.4 km away']"
1072,MELBOURNE VIC 3000,"402/5 Sutherland Street, MELBOURNE VIC 3000",$400,1,1,0,,"['1.3 km away', '1.7 km away', '0.1 km away']"
1073,DOCKLANDS VIC 3008,"P108/12 Waterview Walk, DOCKLANDS VIC 3008",$650.00,2,2,1,,"['2.6 km away', '0.9 km away', '1.2 km away']"
1074,GEELONG VIC 3220,"2/424 Ryrie Street, GEELONG VIC 3220",$380,2,1,1,,"['0.3 km away', '1.3 km away', '2.1 km away']"
1075,GREENSBOROUGH VIC 3088,"1/126 Plenty River Drive, GREENSBOROUGH VIC 3088",$260,1,1,0,,"['0.4 km away', '2.6 km away', '1.4 km away']"
1076,SOUTH YARRA VIC 3141,"204/5 Wilson St, SOUTH YARRA VIC 3141",$600,2,1,1,,"['1 km away', '1.3 km away', '2.9 km away']"
1077,TOORAK VIC 3142,"11/91 Mathoura Road, TOORAK VIC 3142",$690.00,3,1,1,,"['0.3 km away', '1.7 km away', '2.4 km away']"
1078,MELBOURNE VIC 3000,"2509/81 Abeckett Street, MELBOURNE VIC 3000",$700,2,1,0,,"['1.1 km away', '1.4 km away', '0.4 km away']"
1079,MELBOURNE VIC 3000,"306/55 Queens Road, MELBOURNE VIC 3000",$440,1,1,1,,"['1 km away', '1.2 km away', '3.4 km away']"
1080,TULLAMARINE VIC 3043,"2/28 Broadmeadows Road, TULLAMARINE VIC 3043",$400,2,1,1,,"['0.4 km away', '2.1 km away', '1.7 km away']"
1081,MALVERN EAST VIC 3145,"13/1 Warida Avenue, MALVERN EAST VIC 3145",$285.00,1,1,1,,"['0.9 km away', '2.6 km away', '5.3 km away']"
1082,NOBLE PARK VIC 3174,"9/20-24 Noble Street, NOBLE PARK VIC 3174",$270,1,1,1,,"['0.2 km away', '0.8 km away', '10.8 km away']"
1083,TRARALGON VIC 3844,"2/1 Blundell Court, TRARALGON VIC 3844",$275,1,1,1,,"['0.4 km away', '0.4 km away', '0.7 km away']"
1084,MELBOURNE VIC 3000,"57/243 Collins Street, MELBOURNE VIC 3000",$400,1,1,0,,"['1.6 km away', '2.3 km away', '0.6 km away']"
1085,SOMERVILLE VIC 3912,"8/5 Alfred Street, SOMERVILLE VIC 3912",$470,3,2,2,,"['0.3 km away', '1.3 km away', '8.6 km away']"
1086,MELBOURNE VIC 3000,"3209/8 Sutherland Street, MELBOURNE VIC 3000",$610,2,2,0,,"['1.3 km away', '1.7 km away', '0.1 km away']"
1087,WEST MELBOURNE VIC 3003,"207/55 Jeffcott Street, WEST MELBOURNE VIC 3003",$400.00,1,1,0,,"['1.5 km away', '1.7 km away', '0.2 km away']"
1088,CARNEGIE VIC 3163,"6/58 Leila Road, CARNEGIE VIC 3163",$380.00,2,1,1,,"['0.8 km away', '2 km away', '3.1 km away']"
1089,MELBOURNE VIC 3000,"2311/601 Little Lonsdale Street, MELBOURNE VIC 3000",$625,2,2,1,,"['1.9 km away', '1.1 km away', '1.7 km away']"
1090,DOCKLANDS VIC 3008,"711/8 Pearl River Road, DOCKLANDS VIC 3008",$610/week,2,1,1,,"['2.6 km away', '0.5 km away', '2 km away']"
1091,SOUTHBANK VIC 3006,"18/30 Miles Street, SOUTHBANK VIC 3006",$470,2,1,1,,"['1.4 km away', '2.4 km away', '3.3 km away']"
1092,ST KILDA EAST VIC 3183,"203/5-7 Hotham Street, ST KILDA EAST VIC 3183",$525,1,1,1,,"['0.6 km away', '1.3 km away', '5.8 km away']"
